Nº Judicial;Nº ALERJ;Apensos;Origem;Ação;Relator;Autor;Réu;Objeto;Mérito;Liminar;Recurso;Procurador;Estagiário;Andamento;Tipo;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5156;;0058516-52.2016.8.19.0000;STF;SS;"MINISTRA PRESIDENTE
";"ESTADO DO RIO DE JANEIRO 
";"LUIZ PAULO CORRÊA DA ROCHA 
";MS 0058516-52.2016.8.19.0000;;;;;ROSANA;;ELETRÔNICO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0113641-98.2017.402.5101;8536/2017;;5ª Vara Federal;AP;;DENNIS CINCINATUS;UNIÃO FEDERAL;Ação Popular contra  a União, Ministério da Defesa, Ministério da Justiça, Estado do Rio de Janeiro e Secretaria de Segurança Pública do Estado do Rio de Janeiro;;;;;Priscila;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5704;ALERJ não é parte . Apenas decisões importantes (liminar, mérito, etc..), não as de mero expediente...;;STF;ADI;"MIN. MARCO AURÉLIO
";"PROCURADOR-GERAL DA REPÚBLICA 
";"ASSEMBLEIA LEGISLATIVA DO ESTADO DE MINAS GERAIS 
 / GOVERNADOR DO ESTADO DE MINAS GERAIS 
";"Pormivida em face do artigo 123, § 1o, da
Constituição do Estado de Minas Gerais, que dispõe sobre lista tríplice entre os procuradores, para nomeaão do Porcurador Geral
";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0027457-12.2017.8.19.0000;10272/2017;;TJRJ- OE;RI;;"FEDERAÇÃO DAS ASSOCIAÇÕES E SINDICATOS DOS SERVIDORES PÚBLICOS NO ESTADO DO RIO DE JANEIRO FASP
";GOVERNADOR DO ESTADO DO RIO DE JANEIRO / PRESIDENTE DA ASSEMBLÉIA LEGISLATIVA DO ESTADO DO RIO DE JANEIRO;"Promovida em face do PROJETO DE LEI Nº 2240/2016 (Lei 3189/1999 RioPrevidência) NO DIA
24 DE MAIO DE 2017 QUE ALTERA A LEI 3.189 DE 22 DE FEVEREIRO DE 1999, QUE INSTITUI O FUNDO
ÚNICO DE PREVIDÊNCIA SOCIAL DO ESTADO DO RIO DE JANEIRO (RIOPREVIDÊNCIA), majorando,
dentre outros fatores, a aliquota de 11% para 14% de contribuição previdenciária dos
servidores ativos, inativos e pensionistas do Estado do Rio de Janeiro.";;;;;Luan;;ELETRÔNICO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"0027315-08.2017.8.19.0000
";9676/2017;;TJRJ;MS;"DES. NAGIB SLAIBI FILHO
";"FEDERAÇÃO NACIONAL DE EDUCAÇÃO E INTEGRAÇÃO DOS SURDOS
";"SR PRESIDENTE DA ASSEMBLEIA LEGISLATIVA DO ESTADO DO RIO DE JANEIRO
  ";"Com pedido liminar para implantação do recurso de acessibilidade da legenda oculta na
programação da TV ASSEMBLEIA LEGISLATIVA RJ.";;;;Dr. Sérgio;Deborah;;ELETRÔNICO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0028762-31.2017.8.19.0000;10671/17;Não;TJRJ - OE;RI;DES. CLAUDIO BRANDAO DE OLIVEIRA;FEDERAÇÃO NACIONAL DE HOTÉIS, RESTAURANTES, BARES E SIMILARES FNHRBS;GOVERNADOR DO ESTADO DO RIO DE JANEIRO / ASSEMBLEIA LEGISLATIVA DO ESTADO DO RIO DE JANEIRO;Lei 7595/2017 - Inclusão cachaça carta de bebidas. (Autoria: J. Picciani, Luiz Paulo e outros);Sem julgamento do mérito;"Suspensão cautelar dos
dispositivos questionados que integram a prefalada norma estadual";Sem recurso;__;Sérgio;07/07 - Vista PGE;Eletrônico /  Não incluso no push e no prawo;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0028768-38.2017.8.19.0000;10372/17; 0028702-58.2017.8.19.0000;TJRJ - OE;RI;DES. ODETE KNAACK DE SOUZA;ASSOCIAÇÃO DAS EMISSORAS DE RÁDIO E TV DO ESTADO DO RIO DE jANEIRO - AERJ;GOVERNADOR DO ESTADO DO RIO DE JANEIRO / ASSEMBLEIA LEGISLATIVA DO ESTADO DO RIO DE JANEIRO / PROCURADOR GERAL DO ESTADO DO RIO DE JANEIRO / PROCURADOR GERAL DE JUSTIÇA DO ESTADO DO RIO DE JANEIRO;Lei 7498/2016 - Limita desp. publicidade e propaganda prazo de 4 anos (Autoria: Wanderson Nogueira) ;Sem julgamento do mérito;" Seja a Lei Estadual nº 7498/2016 cautelarmente suspensa até o julgamento final
da ação.
";Sem recurso;Dra. Juliete;Sérgio;28/06/2017 - Oficio;Eletrônico /  Não incluso no push e no prawo;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2981;Não somos parte;ALERJ não é pate;STF;ACO;MIN. LUIZ FUX;ESTADO DO RIO DE JANEIRO;UNIÃO / BANCO DO BRASIL / CAIXA ECONÔMICA FEDERAL;"Projeto de Lei Complementar (PLC nº 54/2016) que previa, dentre diversos temas, o Regime de Recuperação dos entes federados - Exclusão adesão
do ESTADO DO RIO DE JANEIRO ao regime especial";Sem julgamento do mérito;Ex positis, defiro parcialmente a tutela provisória de urgência, para determinar que a União se abstenha de executar o bloqueio dos montantes relativos às contragarantias de empréstimos inadimplidos pelo Estado do Rio Janeiro, celebrados em data anterior ao ajuizamento da ação;Sem recurso;__;Sérgio;08/08/2017 Conclusos ao(à) Relator(a) ;Eletrônico /  Não incluso no push e no prawo;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0030222-53.2017.8.19.0000;13314/2017;0030847-87.2017.8.19.0000;TJRJ - OE;RI;DES. Roberto Távora;SINDICATO ESTADUAL DOS PROFISSIONAIS DE EDUCAÇÃO - SEPE;GOVERNADOR DO ESTADO DO RIO DE JANEIRO / ASSEMBLEIA LEGISLATIVA DO ESTADO DO RIO DE JANEIRO;Promovida em face do artigo 1º da Lei nº 7.606/17, especificamente no que tange à alteração que o mesmo fez do artigo 33 da Lei nº 3.189, de 22 de fevereiro de 1999, majorando a alíquota da contribuição previdenciária dos servidores públicos estaduais de 11% para 14%. AUTORIA DA LEI: PODER EXECUTIVO;Sem julgamento do mérito;Com pedido liminar;Sem recurso;Dra. Renata;Sávia;"08/06/2017: Considerando que a ações mencionadas versam sobre a alegada
inconstitucionalidade da Lei 7.606/2017, necessário submeter questão de
ordem ao Colegiado deste Órgão Especial, para apreciar a existência de
prevenção do relator daqueles feitos, com o intuído de evitar a prolação de
decisões conflitantes (art. 930, parágrafo único, do Código de Processo Civil).
Assim, em mesa para resolução de questão de ordem, na forma
do art. 50, § 2º, ""n"", do Regimento Interno desta Corte.";Eletrônico /  Não incluso no prawo;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0028499-96.2017.8.19.0000;11213/2017;Não;TJRJ - OE;RI;DES. CLAUDIO BRANDAO DE OLIVEIRA;ASSOCIAÇÃO BRASILEIRA DA INDÚSTRIA DE HOTÉIS DO ESTADO DO RIO DE JANEIRO;GOVERNADOR DO ESTADO DO RIO DE JANEIRO / ASSEMBLEIA LEGISLATIVA DO ESTADO DO RIO DE JANEIRO;Lei nº. 7.595/2017;Sem julgamento do mérito;Com pedido liminar;Sem recurso;__;Deborah;06/06/2017: Juntada de Petição - Grerj;Eletrônico /  Não incluso no prawo;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0029874-35.2017.8.19.0000;10555/2017;Não;TJRJ - OE;MS;DES. FRANCISCO JOSE DE ASEVEDO;FEDERAÇÃO NACIONAL DOS SERVIDORES DOS PODERES LEGISLATIVOS FEDERAL, ESTADUAIS E DO DISTRITO FEDERAL;ASSEMBLEIA LEGISLATIVA DO ESTADO DO RIO DE JANEIRO;Imposto sindical nos vencimentos dos servidores;Sem julgamento do mérito;Com pedido liminar;Sem recurso;__;Deborah;"12/06/2017: 01- O pedido liminar será apreciado após a chegada das
informações.
02- Oficie-se ao impetrado para as informações, devendo ser
esclarecido se a situação salarial dos servidores é igual, ou seja, se todos têm
incorporados os diversos benefícios aos seus vencimentos.";Eletrônico /  Não incluso no prawo;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0031154-41.2017.8.19.0000;Não recebemos ofício;Não;TJRJ - OE;RI;DES. FRANCISCO JOSE DE ASEVEDO;PROCURADOR GERAL DO ESTADO DO RIO DE JANEIRO;ASSEMBLEIA LEGISLATIVA DO ESTADO DO RIO DE JANEIRO;Lei 7374/2016 (Objeto: Dispõe sobre a obrigatoriedade das motocicletas, sujeitas a emplacamento anual, serem obrigadas a possuírem antenas corta linha de cerol.);Sem julgamento do mérito;Com pedido liminar;Sem recurso;__;Deborah;13/06/2017: Conclusão ao Relator para Despacho/Decisao;Eletrônico /  Não incluso no prawo;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0008082-25.2017.8.19.0000;10411/2017;Não;TJRJ - OE;RI;DES. TERESA ANDRADE;PROCURADOR GERAL DO ESTADO DO RIO DE JANEIRO;PRESIDENTE DA ASSEMBLÉIA LEGISLATIVA DO ESTADO DO RIO DE JANEIRO;artigos 55-A, 99, II, 1 e 102, § 4º da Lei 880, de 25 de julho de 1985, com redação dada pela Lei nº. 7.121, de 03 de dezembro de 2015;Sem julgamento do mérito;Com pedido liminar;Sem recurso;__;Deborah;13/06/2017: Expedição de documento Oficio emiti o oficio nº 1372/2017;Eletrônico /  Não incluso no prawo;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0032261-23.2017.8.19.0000;Não recebemos ofício;Não;TJRJ - OE;MS;DES. CARLOS SANTOS DE OLIVEIRA;ASSOCIAÇÃO DE HOSPITAIS DO ESTADO DO RIO DE JANEIRO AHERJ;GOVERNADOR DO ESTADO DO RIO DE JANEIRO / PRESIDENTE DA ASSEMBLEIA LEGISLATIVA DO ESTADO DO RIO DE JANEIRO;Lei 7.621/17;Sem julgamento do mérito;Com pedido liminar;Sem recurso;__;Deborah; 22/06/2017: Conclusão ao Relator para Despacho/Decisao;Eletrônico /  Não incluso e no prawo;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
27691-96.2014.8.19.0000;8319/2014;_;TJRJ - OE;RI;Des. Nagib Slaibi Filho;PROCURADOR GERAL DE JUSTIÇA DO RIO DE JANEIRO;ALERJ E GOVERNADOR DO RJ;"Promovida em face da Lei n° 6.450 de 2013, que ""dispõe sobre o custeio de prestação de serviços de natureza jurídica com o fim que se especifica, e dá outras provdências.""
Autoria: Poder Executivo
STF/RE: 932396 
";;_;RE: 932396  Min. Edson Fachin;;Secretaria;Conclusos ao(à) Relator(a) STF 03/12/2015;ELETRÔNICO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4092;13078/2008;_;STF;ADI;Min. Celso de Mello ;CONF.NACIONAL DO COM. DE BENS, SERVIÇOS E TURISMO CNC;ASSEMBLÉIA LEGISLATIVA DO ESTADO DO RIO DE JANEIRO;"Promovida em face da Lei estadual nº 5198, de 05 de março de 2008, que institui feriado estadual, dia 23 de Abril, como ""Dia de São Jorge"", e declara sua inconstitucionalidade. 
""Art. 1º - Fica instituído como feriado estadual o dia 23 de abril, ""Dia de São Jorge"".
Art. 2º - Esta Lei entrará em vigor na data da sua publicação, revogando-se as disposições em contrário.""
Autoria: Jorge Babu
";;NÃO APRECIADA;_;Juliette Stohler;Luiz;18/11/2013 Conclusos ao Relator;FÍSICO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3406;2721/2005;3470 ( Apensada à ADI 3406 em 2005, mas não recebemos ofício);STF;ADI;MIN ROSA WEBER;CONFEDERAÇÃO NACIONAL DOS TRABALHADORES NA INDÚSTRIA;ASSEMBLÉIA LEGISLATIVA DO ESTADO DO RIO DE JANEIRO;Promovida em face da Lei Estadual nº 3.579, de 07 de junho de 2001, que dispõe sobre a substituição progressiva da produção e da comercialização de produtos que contenham asbesto e dá outras providências.;;;;Dra. Denise;Priscila;"25/11/2016: Despacho: ""Em 22/11/2016. ""Peço dia para julgamento, no âmbito do Tribunal Pleno. Distribua-se o relatório (art. 21, X, RISTF). Encaminhem-se os autos à Secretaria Judiciária.""  - 28/11 - Relatório";ELETRÔNICO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5551;ALERJ não é pate;Alerj não é parte;;;;;;;;;;;Acompanhamento Diário;06/08/2016: Manifestação AGU pela improcedência - 15/09: Aditamento à inicial ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0014273-23.2016.8.19.0000;8840/2016;;TJRJ - OE;RI;"DES. CAETANO ERNESTO DA FONSECA COSTA
";"ASSOCIAÇÃO NACIONAL DE RESTAURANTES
";"EXMO SR GOVERNADOR DO ESTADO DO RIO DE JANEIRO
/  EXMO SR PRESIDENTE DA ASSEMBLEIA LEGISLATIVA DO ESTADO DO RIO DE JANEIRO";"Promovida em face da LEI Nr 7047 DE 2015 DO ESTADO DO RIO DE JANEIRO, que Altera o artigo 1º da Lei nº 2424, de 22 de agosto de 1995, que passa a ter a seguinte redação:
""Art. 1º - Os bares, restaurantes e estabelecimentos similares ficam obrigados a servirem água filtrada, de forma gratuita, aos seus clientes.
Parágrafo Único: Será obrigatoriamente filtrada a água natural potável não mineral de que trata o caput deste artigo."" . Autoria:André Ceciliano 
";;;;;Ingrid;30/08/2016: Ao Relator;ELETRÔNICO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0449307-59.2014.8.19.0001;11919/2015;;TJRJ - 13ª V.F.P;ACP;;MINISTÉRIO PÚBLICO;MARCO ANTONIO E OUTROS E ALERJ;Ação Civil Pública por atos de improbidade administrativa em virtude de fraudes na concessão do benefício auxílio-educação, bem como desvios de salários através de nomeações em cargos comissionados no âmbito do gabinete do Deputado Estadual Marco Figueiredo na ALERJ.;;;;;Mariana;26/08/2016: Juntada Petição;ELETRÔNICO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
32446-66.2014.8.19.0000;9260/2014 ( 2 volumes);_;TJRJ - OE;RI;Des. Reinaldo Pinto Alberto Filho;PROCURADOR GERAL DE JUSTIÇA DO ESTADO DO RIO DE JANEIRO;EXMO SR GOVERNADOR DO ESTADO DO RIO DE JANEIRO e EXMO SR PRESIDENTE DA ASSEMBLÉIA LEGISLATIVA DO ESTADO DO RIO DE JANEIRO;"Promovida em face da Lei 6.483 de 4 de Julho de 2013 do EJ que ""dispõe sobre a aplicabilidade das penalidades administrativas, motivadas pela prática de atos de discriminação racial."" 
Autoria: Dep.Gilberto Palmares.
";;_;ARE e AREsp no 862445;;Secretaria;30/06/2016: Após o transito em julgado do ARESP 862445 os autos foram remetidos aos STF, para o julgamento do ARE interposto pela ALERJ, recebendo o número ARE 981808.;ELETRÔNICO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
907;7528/1993;_;STF;ADI;Min. Teori Zavascki;CONFEDERÇÃO NACIONAL DO COMÉRCIO;ALERJ;"Promovida em face da Lei  Estadual 2.130, de 16/06/93,  que obriga os supermecados e empresas congêneres a manterem pelo menos um funcionário empacotador em cada máquina registradora.                                           Autoria : Leonel Brizola   
                                    ";;DEFERIDA:  Lei 2130 de 1993 do ERJ;_;;Secretaria;Concluso ao Relator 01/06/2011;FÍSICO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2764;9212/2002;_;STF;ADI;Min. Celso de Mello ;GOVERNADORA DO ESTADO DO RIO DE JANEIRO;ASSEMBLÉIA LEGISLATIVA DO ESTADO DO RIO DE JANEIRO;Promovida em face dos Arts. 5º e 11, da Lei Estadual nº 3741/2001, que versa sobre o plano de cargos e salários dos servidores da Fundação Teatro Municipal do Rio de Janeiro.             Autoria:  Poder Executivo;;"DEFERIDA: A expressão "" e daqueles do Teatro Municipal do Rio de Janeiro, aposentados antes da vigência da Lei 1242 de 1987"", constante do Art 5º da Lei 3741 de 2001 do ERJ; E também do Art. 11 da mesma Lei ";_;;Secretaria;Concluso ao Relator 20/05/2015;FÍSICO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2764;473/2003;_;STF;ADI;Min. Celso de Mello;GOVERNADORA DO ESTADO DO RIO DE JANEIRO;ASSEMBLÉIA LEGISLATIVA DO ESTADO DO RIO DE JANEIRO;"Promovida em face da Lei nº 3375/2000, que versa sobre conceder efeito suspensivo à aplicação da penalidade que menciona e dá outras providências.
Autoria: Carlos Dias ";;_;_;;Secretaria;Concluso ao Relator 25/02/2003;FÍSICO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4483;5265/2013;_;STF;ADI;Min. Celso de Mello;CONFEDERAÇÃO NACIONAL DO COMERCIO DE BENS... - CNC;GOVERNADOR DO ESTADO E ALERJ; Lei n° 5502, de 15 de julho de 2009, do Estado do Rio de Janeiro.;;_;_;;Secretaria;12/11/2013 - Conclusos ao(à) Relator(a);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
